INFO:werkzeug:[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:8080
INFO:werkzeug:[33mPress CTRL+C to quit[0m
INFO:werkzeug: * Restarting with watchdog (windowsapi)
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 389-734-814
INFO:werkzeug:[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:8080
INFO:werkzeug:[33mPress CTRL+C to quit[0m
INFO:werkzeug: * Restarting with watchdog (windowsapi)
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 389-734-814
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\scipy\\optimize\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\geometry\\line.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\geometry\\plane.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\geometry\\ellipse.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\geometry\\polygon.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\geometry\\util.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\geometry\\exceptions.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\geometry\\curve.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\geometry\\parabola.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\utilities\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\utilities\\iterables.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\utilities\\misc.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\utilities\\lambdify.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\utilities\\source.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\utilities\\decorator.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\utilities\\timeutils.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\integrals\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\integrals\\integrals.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\integrals\\transforms.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\integrals\\singularityfunctions.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\tensor\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\tensor\\indexed.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\tensor\\index_methods.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\tensor\\functions.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\tensor\\array\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\tensor\\array\\dense_ndim_array.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\tensor\\array\\sparse_ndim_array.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\tensor\\array\\ndim_array.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\tensor\\array\\arrayop.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\parsing\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\parsing\\sympy_parser.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\calculus\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\calculus\\euler.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\calculus\\singularities.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\calculus\\finite_diff.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\calculus\\util.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\calculus\\accumulationbounds.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\algebras\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\algebras\\quaternion.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\pretty\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\pretty\\pretty.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\latex.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\mathml.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\python.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\pycode.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\codeprinter.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\glsl.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\rcode.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\jscode.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\julia.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\mathematica.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\octave.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\rust.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\gtk.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\preview.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\repr.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\tree.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\str.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\tableform.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\dot.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\printing\\maple.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\testing\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\testing\\runtests.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\plotting\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\plotting\\plot.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\plotting\\textplot.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\plotting\\plot_implicit.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\interactive\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\interactive\\session.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\interactive\\printing.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\sympy\\interactive\\traversal.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\tables\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\tables\\atom.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\tables\\description.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\tables\\exceptions.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\tables\\misc\\enum.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\tables\\flavor.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\tables\\filters.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\tables\\file.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\tables\\node.py', reloading
INFO:werkzeug: * Restarting with watchdog (windowsapi)
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 389-734-814
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\zmq\\sugar\\version.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\zope\\__init__.py', reloading
INFO:werkzeug: * Detected change in 'C:\\Users\\hugod\\anaconda3\\Lib\\site-packages\\pythonwin\\pywin\\__init__.py', reloading
INFO:werkzeug: * Restarting with watchdog (windowsapi)
WARNING:werkzeug: * Debugger is active!
INFO:werkzeug: * Debugger PIN: 389-734-814
INFO:werkzeug:127.0.0.1 - - [19/May/2023 15:24:37] "GET / HTTP/1.1" 200 -
INFO:werkzeug:127.0.0.1 - - [19/May/2023 15:24:37] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
